Symbol,Path,Description
CCMK26C007250,BVMF-Derivatives\CCMK26C007250,MILHO CAMPINAS
USIM5SL93,BVMF-Equities\USIM5SL93,SECLOAN USIMINAS    PNA     N1
CCMK26P007250E,BVMF-Derivatives\CCMK26P007250E,MILHO CAMPINAS
TRIS3SL93,BVMF-Equities\TRIS3SL93,SECLOAN TRISUL      ON      NM
CCMK26P007250,BVMF-Derivatives\CCMK26P007250,MILHO CAMPINAS
VALE3SL93,BVMF-Equities\VALE3SL93,SECLOAN VALE        ON      NM
CCMK26C005750,BVMF-Derivatives\CCMK26C005750,MILHO CAMPINAS
TRAD3SL93,BVMF-Equities\TRAD3SL93,SECLOAN TC          ON      NM
CCMK26C007250E,BVMF-Derivatives\CCMK26C007250E,MILHO CAMPINAS
YDUQ3SL93,BVMF-Equities\YDUQ3SL93,SECLOAN YDUQS PART  ON      NM
CCMK26C005750E,BVMF-Derivatives\CCMK26C005750E,MILHO CAMPINAS
WEGE3SL93,BVMF-Equities\WEGE3SL93,SECLOAN WEG         ON  EJ  NM
CCMK26P005750E,BVMF-Derivatives\CCMK26P005750E,MILHO CAMPINAS
WALM34SL93,BVMF-Equities\WALM34SL93,SECLOAN WAL MART    DRN
CCMK26P005750,BVMF-Derivatives\CCMK26P005750,MILHO CAMPINAS
VIVT3SL93,BVMF-Equities\VIVT3SL93,SECLOAN TELEF BRASILON  EJ
SJCU26P001800,BVMF-Derivatives\SJCU26P001800,SOJA CME LIQFIN
VIVA3SL93,BVMF-Equities\VIVA3SL93,SECLOAN VIVARA S.A. ON      NM
SJCU26C001800E,BVMF-Derivatives\SJCU26C001800E,SOJA CME LIQFIN
Z1TS34SL91,BVMF-Equities\Z1TS34SL91,SECLOAN ZOETIS INC  DRN
SJCU26C001800,BVMF-Derivatives\SJCU26C001800,SOJA CME LIQFIN
V1NO34SL93,BVMF-Equities\V1NO34SL93,SECLOAN VORNADO REALDRN
SJCU26C002500,BVMF-Derivatives\SJCU26C002500,SOJA CME LIQFIN
E1DU34SL93,BVMF-Equities\E1DU34SL93,SECLOAN NEW ORIENTALDRN
BSLV39SL93,BVMF-Equities\BSLV39SL93,SECLOAN SILVER TRUSTDRE
SJCU26P001800E,BVMF-Derivatives\SJCU26P001800E,SOJA CME LIQFIN
VRTX34SL93,BVMF-Equities\VRTX34SL93,SECLOAN VERTEX PHARMDRN
SJCU26P002500E,BVMF-Derivatives\SJCU26P002500E,SOJA CME LIQFIN
DIVO11SL92,BVMF-Equities\DIVO11SL92,SECLOAN IT NOW IDIV CI
SJCU26C002500E,BVMF-Derivatives\SJCU26C002500E,SOJA CME LIQFIN
ETHE11SL93,BVMF-Equities\ETHE11SL93,SECLOAN ETHER HASH  CI
SJCU26P002500,BVMF-Derivatives\SJCU26P002500,SOJA CME LIQFIN
BMEB4SL93,BVMF-Equities\BMEB4SL93,SECLOAN MERCANTIL   PN      N1
ICFH26C051000,BVMF-Derivatives\ICFH26C051000,CAFE ARABICA
LVTC3SL93,BVMF-Equities\LVTC3SL93,SECLOAN WDC NETWORKSON      NM
ICFH26P046000E,BVMF-Derivatives\ICFH26P046000E,CAFE ARABICA
KISU11SL92,BVMF-Equities\KISU11SL92,SECLOAN FII KILIMA  CI
ICFH26P046000,BVMF-Derivatives\ICFH26P046000,CAFE ARABICA
RPMG3SL92,BVMF-Equities\RPMG3SL92,SECLOAN PET MANGUINHON
ICFH26C046000E,BVMF-Derivatives\ICFH26C046000E,CAFE ARABICA
RSID3SL93,BVMF-Equities\RSID3SL93,SECLOAN ROSSI RESID ON      NM
ICFH26C046000,BVMF-Derivatives\ICFH26C046000,CAFE ARABICA
SAPR3SL93,BVMF-Equities\SAPR3SL93,SECLOAN SANEPAR     ON      N2
BGIX25C033700E,BVMF-Derivatives\BGIX25C033700E,BOI GORDO R$
RECV3SL93,BVMF-Equities\RECV3SL93,SECLOAN PETRORECSA  ON      NM
BGIX25C033700,BVMF-Derivatives\BGIX25C033700,BOI GORDO R$
RAPT3SL93,BVMF-Equities\RAPT3SL93,SECLOAN RANDON PART ON      N1
ICFH26C051000E,BVMF-Derivatives\ICFH26C051000E,CAFE ARABICA
VVEO3SL93,BVMF-Equities\VVEO3SL93,SECLOAN VIVEO       ON      NM
ICFH26P051000E,BVMF-Derivatives\ICFH26P051000E,CAFE ARABICA
TPIS3SL93,BVMF-Equities\TPIS3SL93,SECLOAN TRIUNFO PARTON      NM
ICFH26P051000,BVMF-Derivatives\ICFH26P051000,CAFE ARABICA
SBSP3SL93,BVMF-Equities\SBSP3SL93,SECLOAN SABESP      ON      NM
BGIX25C037200E,BVMF-Derivatives\BGIX25C037200E,BOI GORDO R$
CPRL34SL91,BVMF-Equities\CPRL34SL91,SECLOAN CANAD KANSASDRN ED
BGIX25P037200,BVMF-Derivatives\BGIX25P037200,BOI GORDO R$
BEFG39SL91,BVMF-Equities\BEFG39SL91,SECLOAN MSCIEAFEGROWDRE
BGIX25C037200,BVMF-Derivatives\BGIX25C037200,BOI GORDO R$
BEWQ39SL91,BVMF-Equities\BEWQ39SL91,SECLOAN MSCI FRANCE DRE
BGIX25P033700E,BVMF-Derivatives\BGIX25P033700E,BOI GORDO R$
BIVE39SL93,BVMF-Equities\BIVE39SL93,SECLOAN SP500 VALUE DRE
BGIX25P033700,BVMF-Derivatives\BGIX25P033700,BOI GORDO R$
T2DH34SL93,BVMF-Equities\T2DH34SL93,SECLOAN TELADOCHEALTDRN
ICFU26C035000,BVMF-Derivatives\ICFU26C035000,CAFE ARABICA
BERU39SL91,BVMF-Equities\BERU39SL91,SECLOAN BKR MS RUSS DRE
BGIF26P032000,BVMF-Derivatives\BGIF26P032000,BOI GORDO R$
V2EE34SL91,BVMF-Equities\V2EE34SL91,SECLOAN VEEVASYSTEMSDRN
BGIF26C032000,BVMF-Derivatives\BGIF26C032000,BOI GORDO R$
OIBR4SL93,BVMF-Equities\OIBR4SL93,SECLOAN OI          PN      N1
BGIX25P037200E,BVMF-Derivatives\BGIX25P037200E,BOI GORDO R$
OFSA3SL93,BVMF-Equities\OFSA3SL93,SECLOAN OUROFINO S/AON      NM
ICFU26P035000,BVMF-Derivatives\ICFU26P035000,CAFE ARABICA
CEBR5SL92,BVMF-Equities\CEBR5SL92,SECLOAN CEB         PNA
BGIU25C030300E,BVMF-Derivatives\BGIU25C030300E,BOI GORDO R$
BAZA3SL93,BVMF-Equities\BAZA3SL93,SECLOAN AMAZONIA    ON
BGIU25C030300,BVMF-Derivatives\BGIU25C030300,BOI GORDO R$
PRNR3SL93,BVMF-Equities\PRNR3SL93,SECLOAN PRINER      ON      NM
TF6Z97,BVMF-Derivatives\TF6Z97,Instrumento Teste SPA
TAEE4SL93,BVMF-Equities\TAEE4SL93,SECLOAN TAESA       PN      N2
TF6Z98,BVMF-Derivatives\TF6Z98,Instrumento de Teste - Engine 01 - MD 06 - DR
USIM3SL93,BVMF-Equities\USIM3SL93,SECLOAN USIMINAS    ON      N1
TF6Z99,BVMF-Derivatives\TF6Z99,Instrumento de Teste - Engine 01 - MD 06
TTEN3SL93,BVMF-Equities\TTEN3SL93,SECLOAN 3TENTOS     ON      NM
BGIU25P030300,BVMF-Derivatives\BGIU25P030300,BOI GORDO R$
VITT3SL93,BVMF-Equities\VITT3SL93,SECLOAN VITTIA      ON      NM
SJCX26C002175,BVMF-Derivatives\SJCX26C002175,SOJA CME LIQFIN
S2EA34SL93,BVMF-Equities\S2EA34SL93,SECLOAN SEA LTD     DRN
BGIU25P030300E,BVMF-Derivatives\BGIU25P030300E,BOI GORDO R$
CGAS5SL93,BVMF-Equities\CGAS5SL93,SECLOAN COMGAS      PNA
SJCX26C002175E,BVMF-Derivatives\SJCX26C002175E,SOJA CME LIQFIN
RSUL4SL93,BVMF-Equities\RSUL4SL93,SECLOAN RIOSULENSE  PN
SJCX26P002175,BVMF-Derivatives\SJCX26P002175,SOJA CME LIQFIN
EPAR3SL93,BVMF-Equities\EPAR3SL93,SECLOAN EMBPAR S/A  ON
BGIU25P033450,BVMF-Derivatives\BGIU25P033450,BOI GORDO R$
BAAX39SL92,BVMF-Equities\BAAX39SL92,SECLOAN MSCI ASIA JPDRE
BGIU25P033450E,BVMF-Derivatives\BGIU25P033450E,BOI GORDO R$
S1YY34SL91,BVMF-Equities\S1YY34SL91,SECLOAN SYSCO CORP  DRN
BGIU25C033450E,BVMF-Derivatives\BGIU25C033450E,BOI GORDO R$
ACWI11SL92,BVMF-Equities\ACWI11SL92,SECLOAN XPETFACWI   CI
BGIU25C033450,BVMF-Derivatives\BGIU25C033450,BOI GORDO R$
JSLG3SL93,BVMF-Equities\JSLG3SL93,SECLOAN JSL         ON      NM
SJCX26P002175E,BVMF-Derivatives\SJCX26P002175E,SOJA CME LIQFIN
GEPA4SL93,BVMF-Equities\GEPA4SL93,SECLOAN GER PARANAP PN
BGIV25P030000,BVMF-Derivatives\BGIV25P030000,BOI GORDO R$
MTSA4SL93,BVMF-Equities\MTSA4SL93,SECLOAN METISA      PN  EJ
BGIV25C030000E,BVMF-Derivatives\BGIV25C030000E,BOI GORDO R$
PDGR3SL92,BVMF-Equities\PDGR3SL92,SECLOAN PDG REALT   ON      NM
BGIV25C030000,BVMF-Derivatives\BGIV25C030000,BOI GORDO R$
Z1TO34SL92,BVMF-Equities\Z1TO34SL92,SECLOAN ZTO EXPRESS DRN ED
BGIV25P030000E,BVMF-Derivatives\BGIV25P030000E,BOI GORDO R$
FIQE3SL93,BVMF-Equities\FIQE3SL93,SECLOAN UNIFIQUE    ON      NM
BGIV25C030500,BVMF-Derivatives\BGIV25C030500,BOI GORDO R$
NETE34SL92,BVMF-Equities\NETE34SL92,SECLOAN NETEASE     DRN
BGIV25C030500E,BVMF-Derivatives\BGIV25C030500E,BOI GORDO R$
P2LN34SL91,BVMF-Equities\P2LN34SL91,SECLOAN PLANETFITNESDRN
BGIV25C031000E,BVMF-Derivatives\BGIV25C031000E,BOI GORDO R$
ALUG11SL92,BVMF-Equities\ALUG11SL92,SECLOAN INVESTO ALUGCI
BGIV25P030500,BVMF-Derivatives\BGIV25P030500,BOI GORDO R$
BMTU39SL93,BVMF-Equities\BMTU39SL93,SECLOAN MSCIUSAMOM FDRE
BGIV25P030500E,BVMF-Derivatives\BGIV25P030500E,BOI GORDO R$
BOVX11SL92,BVMF-Equities\BOVX11SL92,SECLOAN TREND IBOVX CI
BGIV25C031000,BVMF-Derivatives\BGIV25C031000,BOI GORDO R$
HAGA4SL92,BVMF-Equities\HAGA4SL92,SECLOAN HAGA S/A    PN
BGIV25C031500,BVMF-Derivatives\BGIV25C031500,BOI GORDO R$
BFAV39SL93,BVMF-Equities\BFAV39SL93,SECLOAN MSCIMINVOL FDRE
BGIV25P031000E,BVMF-Derivatives\BGIV25P031000E,BOI GORDO R$
BIYW39SL93,BVMF-Equities\BIYW39SL93,SECLOAN US TECHNOLOGDRE
BGIV25P031000,BVMF-Derivatives\BGIV25P031000,BOI GORDO R$
BIHI39SL93,BVMF-Equities\BIHI39SL93,SECLOAN USMEDICDEVICDRE
BGIV25P031500,BVMF-Derivatives\BGIV25P031500,BOI GORDO R$
BSOX39SL93,BVMF-Equities\BSOX39SL93,SECLOAN BKR SEMICONDDRE
BGIV25C031500E,BVMF-Derivatives\BGIV25C031500E,BOI GORDO R$
SIMN34SL93,BVMF-Equities\SIMN34SL93,SECLOAN SIMON PROP  DRN
BGIV25P032500E,BVMF-Derivatives\BGIV25P032500E,BOI GORDO R$
C1BR34SL93,BVMF-Equities\C1BR34SL93,SECLOAN CBRE GROUP IDRN
BGIV25P032500,BVMF-Derivatives\BGIV25P032500,BOI GORDO R$
A1VB34SL93,BVMF-Equities\A1VB34SL93,SECLOAN AVALONBAY CODRN ED
BGIV25C032500E,BVMF-Derivatives\BGIV25C032500E,BOI GORDO R$
C1BR34SL91,BVMF-Equities\C1BR34SL91,SECLOAN CBRE GROUP IDRN
BGIV25C032500,BVMF-Derivatives\BGIV25C032500,BOI GORDO R$
D1LR34SL93,BVMF-Equities\D1LR34SL93,SECLOAN DIGITAL REALDRN
BGIV25P031500E,BVMF-Derivatives\BGIV25P031500E,BOI GORDO R$
E1SS34SL93,BVMF-Equities\E1SS34SL93,SECLOAN ESSEX PROPERDRN ED
BGIV25C033500,BVMF-Derivatives\BGIV25C033500,BOI GORDO R$
E1XR34SL93,BVMF-Equities\E1XR34SL93,SECLOAN EXTRA SPACE DRN
BGIV25P033000E,BVMF-Derivatives\BGIV25P033000E,BOI GORDO R$
E1QR34SL93,BVMF-Equities\E1QR34SL93,SECLOAN EQUITY RESIDDRN ED
BGIV25P033000,BVMF-Derivatives\BGIV25P033000,BOI GORDO R$
E1SS34SL91,BVMF-Equities\E1SS34SL91,SECLOAN ESSEX PROPERDRN ED
BGIV25C033000E,BVMF-Derivatives\BGIV25C033000E,BOI GORDO R$
CTNM4SL93,BVMF-Equities\CTNM4SL93,SECLOAN COTEMINAS   PN
BGIV25C033000,BVMF-Derivatives\BGIV25C033000,BOI GORDO R$
E1XR34SL91,BVMF-Equities\E1XR34SL91,SECLOAN EXTRA SPACE DRN
BGIV25C034000,BVMF-Derivatives\BGIV25C034000,BOI GORDO R$
CPLE3SL93,BVMF-Equities\CPLE3SL93,SECLOAN COPEL       ON      N2
BGIV25C034000E,BVMF-Derivatives\BGIV25C034000E,BOI GORDO R$
BBOV11SL93,BVMF-Equities\BBOV11SL93,SECLOAN BB ETF IBOV CI
BGIV25P033500E,BVMF-Derivatives\BGIV25P033500E,BOI GORDO R$
CEBR6SL93,BVMF-Equities\CEBR6SL93,SECLOAN CEB         PNB
BGIV25P033500,BVMF-Derivatives\BGIV25P033500,BOI GORDO R$
BCWV39SL93,BVMF-Equities\BCWV39SL93,SECLOAN MSCIGLMIVOLFDRE
BGIV25C033500E,BVMF-Derivatives\BGIV25C033500E,BOI GORDO R$
BEGD39SL93,BVMF-Equities\BEGD39SL93,SECLOAN TRTMSCI EAFEDRE
BGIV25C034500E,BVMF-Derivatives\BGIV25C034500E,BOI GORDO R$
SCAR3SL93,BVMF-Equities\SCAR3SL93,SECLOAN SAO CARLOS  ON      NM
BGIV25C034500,BVMF-Derivatives\BGIV25C034500,BOI GORDO R$
PINE4SL93,BVMF-Equities\PINE4SL93,SECLOAN PINE        PN      N2
BGIV25P034000E,BVMF-Derivatives\BGIV25P034000E,BOI GORDO R$
COTY34SL91,BVMF-Equities\COTY34SL91,SECLOAN COTY INC    DRN
BGIV25P034000,BVMF-Derivatives\BGIV25P034000,BOI GORDO R$
CLSC4SL93,BVMF-Equities\CLSC4SL93,SECLOAN CELESC      PN  EJ  N2
BGIV25P034500,BVMF-Derivatives\BGIV25P034500,BOI GORDO R$
BEFV39SL91,BVMF-Equities\BEFV39SL91,SECLOAN MSCIEAFEVALUDRE
BGIV25C035000E,BVMF-Derivatives\BGIV25C035000E,BOI GORDO R$
F2VR34SL91,BVMF-Equities\F2VR34SL91,SECLOAN FIVERR INTL DRN
BGIV25C035000,BVMF-Derivatives\BGIV25C035000,BOI GORDO R$
BFDA39SL91,BVMF-Equities\BFDA39SL91,SECLOAN FT RISIDIVIDDRE ED
BGIV25P034500E,BVMF-Derivatives\BGIV25P034500E,BOI GORDO R$
CMDB11SL93,BVMF-Equities\CMDB11SL93,SECLOAN BTG COMMODITCI
BGIV25P035000E,BVMF-Derivatives\BGIV25P035000E,BOI GORDO R$
P2IN34SL91,BVMF-Equities\P2IN34SL91,SECLOAN PINTERESTINCDRN
BGIV25P035000,BVMF-Derivatives\BGIV25P035000,BOI GORDO R$
G2DI33SL93,BVMF-Equities\G2DI33SL93,SECLOAN G2D INVEST  DR3
BGIV25P035500,BVMF-Derivatives\BGIV25P035500,BOI GORDO R$
FRAS3SL93,BVMF-Equities\FRAS3SL93,SECLOAN FRAS-LE     ON      N1
BGIV25C035500,BVMF-Derivatives\BGIV25C035500,BOI GORDO R$
DESK3SL93,BVMF-Equities\DESK3SL93,SECLOAN DESKTOP     ON      NM
BGIV25P035500E,BVMF-Derivatives\BGIV25P035500E,BOI GORDO R$
S1LG34SL91,BVMF-Equities\S1LG34SL91,SECLOAN SL GREEN READRN ED
BGIV25C036000,BVMF-Derivatives\BGIV25C036000,BOI GORDO R$
PFIZ34SL93,BVMF-Equities\PFIZ34SL93,SECLOAN PFIZER      DRN
BGIV25C035500E,BVMF-Derivatives\BGIV25C035500E,BOI GORDO R$
AGXY3SL93,BVMF-Equities\AGXY3SL93,SECLOAN AGROGALAXY  ON      NM
BGIV25C036000E,BVMF-Derivatives\BGIV25C036000E,BOI GORDO R$
PEAB4SL92,BVMF-Equities\PEAB4SL92,SECLOAN PAR AL BAHIAPN
BGIV25C036500E,BVMF-Derivatives\BGIV25C036500E,BOI GORDO R$
BCRI11SL93,BVMF-Equities\BCRI11SL93,SECLOAN FII BEES CRICI
BGIV25C036500,BVMF-Derivatives\BGIV25C036500,BOI GORDO R$
TASA3SL92,BVMF-Equities\TASA3SL92,SECLOAN TAURUS ARMASON      N2
BGIV25P036000E,BVMF-Derivatives\BGIV25P036000E,BOI GORDO R$
JNJB34SL93,BVMF-Equities\JNJB34SL93,SECLOAN JOHNSON     DRN
BGIV25P036000,BVMF-Derivatives\BGIV25P036000,BOI GORDO R$
BSUS39SL91,BVMF-Equities\BSUS39SL91,SECLOAN ESGMSCIUSA LDRE
BGIV25C037000E,BVMF-Derivatives\BGIV25C037000E,BOI GORDO R$
BRBI11SL92,BVMF-Equities\BRBI11SL92,SECLOAN BR PARTNERS UNT     N2
BGIV25P036500E,BVMF-Derivatives\BGIV25P036500E,BOI GORDO R$
SAPR4SL93,BVMF-Equities\SAPR4SL93,SECLOAN SANEPAR     PN      N2
BGIV25P036500,BVMF-Derivatives\BGIV25P036500,BOI GORDO R$
BGIP4SL91,BVMF-Equities\BGIP4SL91,SECLOAN BANESE      PN
BGIV25C037000,BVMF-Derivatives\BGIV25C037000,BOI GORDO R$
BPFF11SL91,BVMF-Equities\BPFF11SL91,SECLOAN FII ABSOLUTOCI  ER
BGIV25P037000,BVMF-Derivatives\BGIV25P037000,BOI GORDO R$
BGIP3SL91,BVMF-Equities\BGIP3SL91,SECLOAN BANESE      ON
BGIV25C037500,BVMF-Derivatives\BGIV25C037500,BOI GORDO R$
AZEV3SL93,BVMF-Equities\AZEV3SL93,SECLOAN AZEVEDO     ON
BGIV25P037000E,BVMF-Derivatives\BGIV25P037000E,BOI GORDO R$
AIRB34SL92,BVMF-Equities\AIRB34SL92,SECLOAN AIRBNB      DRN
BGIV25P037500E,BVMF-Derivatives\BGIV25P037500E,BOI GORDO R$
BUSR39SL93,BVMF-Equities\BUSR39SL93,SECLOAN CORE US REITDRE
BGIV25P037500,BVMF-Derivatives\BGIV25P037500,BOI GORDO R$
A1MD34SL93,BVMF-Equities\A1MD34SL93,SECLOAN ADVANCED MICDRN
BGIV25C037500E,BVMF-Derivatives\BGIV25C037500E,BOI GORDO R$
BRAP3SL92,BVMF-Equities\BRAP3SL92,SECLOAN BRADESPAR   ON      N1
BGIV25P038000E,BVMF-Derivatives\BGIV25P038000E,BOI GORDO R$
U2ST34SL93,BVMF-Equities\U2ST34SL93,SECLOAN UNITY SOFTWRDRN
BGIV25P038000,BVMF-Derivatives\BGIV25P038000,BOI GORDO R$
VIGT11SL91,BVMF-Equities\VIGT11SL91,SECLOAN FIP VINCI IECI
BGIV25C033900,BVMF-Derivatives\BGIV25C033900,BOI GORDO R$
CRPG5SL92,BVMF-Equities\CRPG5SL92,SECLOAN CRISTAL     PNA
BGIV25C038000E,BVMF-Derivatives\BGIV25C038000E,BOI GORDO R$
BIYE39SL93,BVMF-Equities\BIYE39SL93,SECLOAN BKR US ENER DRE
BGIV25C038000,BVMF-Derivatives\BGIV25C038000,BOI GORDO R$
S2NA34SL91,BVMF-Equities\S2NA34SL91,SECLOAN SNAP INC    DRN
SJCK26C002350E,BVMF-Derivatives\SJCK26C002350E,SOJA CME LIQFIN
BOEF39SL91,BVMF-Equities\BOEF39SL91,SECLOAN BKR SP100   DRE
BGIV25P033900E,BVMF-Derivatives\BGIV25P033900E,BOI GORDO R$
R2HH34SL91,BVMF-Equities\R2HH34SL91,SECLOAN RH          DRN
BGIV25P033900,BVMF-Derivatives\BGIV25P033900,BOI GORDO R$
BFDL39SL91,BVMF-Equities\BFDL39SL91,SECLOAN FTMOR DV LEADRE ED
BGIV25C033900E,BVMF-Derivatives\BGIV25C033900E,BOI GORDO R$
NORD3SL93,BVMF-Equities\NORD3SL93,SECLOAN NORDON MET  ON
SJCK26C002350,BVMF-Derivatives\SJCK26C002350,SOJA CME LIQFIN
USAL11SL93,BVMF-Equities\USAL11SL93,SECLOAN TREND US LRGCI
BGIV25P032750,BVMF-Derivatives\BGIV25P032750,BOI GORDO R$
C2OI34SL92,BVMF-Equities\C2OI34SL92,SECLOAN COINBASEGLOBDRN
SJCK26P002350,BVMF-Derivatives\SJCK26P002350,SOJA CME LIQFIN
C2OI34SL93,BVMF-Equities\C2OI34SL93,SECLOAN COINBASEGLOBDRN
BGIV25C032750E,BVMF-Derivatives\BGIV25C032750E,BOI GORDO R$
DEFI11SL93,BVMF-Equities\DEFI11SL93,SECLOAN DEFI HASH   CI
BGIV25C032750,BVMF-Derivatives\BGIV25C032750,BOI GORDO R$
K1IM34SL91,BVMF-Equities\K1IM34SL91,SECLOAN KIMCO REALTYDRN
SJCK26P002350E,BVMF-Derivatives\SJCK26P002350E,SOJA CME LIQFIN
E1WL34SL91,BVMF-Equities\E1WL34SL91,SECLOAN EDWARDS LIFEDRN
CCMH26C008500E,BVMF-Derivatives\CCMH26C008500E,MILHO CAMPINAS
QDFI11SL93,BVMF-Equities\QDFI11SL93,SECLOAN QR DEFI     CI
CCMH26P008500,BVMF-Derivatives\CCMH26P008500,MILHO CAMPINAS
DUKB34SL91,BVMF-Equities\DUKB34SL91,SECLOAN DUKE ENERGY DRN
CCMH26P008500E,BVMF-Derivatives\CCMH26P008500E,MILHO CAMPINAS
INTU34SL93,BVMF-Equities\INTU34SL93,SECLOAN INTUIT INC  DRN
CCMH26C008500,BVMF-Derivatives\CCMH26C008500,MILHO CAMPINAS
S1TE34SL91,BVMF-Equities\S1TE34SL91,SECLOAN STERIS PLC  DRN
BGIV25P032750E,BVMF-Derivatives\BGIV25P032750E,BOI GORDO R$
W1MG34SL91,BVMF-Equities\W1MG34SL91,SECLOAN WARNER MUSICDRN
BGIV25P040000E,BVMF-Derivatives\BGIV25P040000E,BOI GORDO R$
P1DT34SL91,BVMF-Equities\P1DT34SL91,SECLOAN PRUDENTIAL FDRN
BGIV25C040000E,BVMF-Derivatives\BGIV25C040000E,BOI GORDO R$
STZB34SL93,BVMF-Equities\STZB34SL93,SECLOAN CONSTELLATIODRN
BGIV25C040000,BVMF-Derivatives\BGIV25C040000,BOI GORDO R$
SOJA3SL93,BVMF-Equities\SOJA3SL93,SECLOAN BOA SAFRA   ON      NM
BGIV25P040000,BVMF-Derivatives\BGIV25P040000,BOI GORDO R$
BITO39SL92,BVMF-Equities\BITO39SL92,SECLOAN CORE SP TOTADRE
CCMF26C008200,BVMF-Derivatives\CCMF26C008200,MILHO CAMPINAS
R1KU34SL91,BVMF-Equities\R1KU34SL91,SECLOAN ROKU INC    DRN
CCMF26P008200,BVMF-Derivatives\CCMF26P008200,MILHO CAMPINAS
BEWW39SL92,BVMF-Equities\BEWW39SL92,SECLOAN MSCI MEXICO DRE
CCMF26C008200E,BVMF-Derivatives\CCMF26C008200E,MILHO CAMPINAS
BEGU39SL91,BVMF-Equities\BEGU39SL91,SECLOAN TRUSTMSCI USDRE
CCMF26C009000,BVMF-Derivatives\CCMF26C009000,MILHO CAMPINAS
FIND11SL93,BVMF-Equities\FIND11SL93,SECLOAN IT NOW IFNC CI
CCMF26P008200E,BVMF-Derivatives\CCMF26P008200E,MILHO CAMPINAS
BEWL39SL91,BVMF-Equities\BEWL39SL91,SECLOAN MSCI SWITZERDRE
CCMF26C009000E,BVMF-Derivatives\CCMF26C009000E,MILHO CAMPINAS
SPXI11SL93,BVMF-Equities\SPXI11SL93,SECLOAN IT NOW SPXI CI
CCMF26P007000,BVMF-Derivatives\CCMF26P007000,MILHO CAMPINAS
KNHY11SL93,BVMF-Equities\KNHY11SL93,SECLOAN FII KINEA HYCI
CCMF26P009000E,BVMF-Derivatives\CCMF26P009000E,MILHO CAMPINAS
G1SK34SL92,BVMF-Equities\G1SK34SL92,SECLOAN GSK PLC     DRN
CCMF26P009000,BVMF-Derivatives\CCMF26P009000,MILHO CAMPINAS
BEWP39SL92,BVMF-Equities\BEWP39SL92,SECLOAN MSCI SPAIN  DRE
CCMF26C007000,BVMF-Derivatives\CCMF26C007000,MILHO CAMPINAS
BEWC39SL91,BVMF-Equities\BEWC39SL91,SECLOAN MSCI CANADA DRE
CCMF26C007000E,BVMF-Derivatives\CCMF26C007000E,MILHO CAMPINAS
MTRE3SL92,BVMF-Equities\MTRE3SL92,SECLOAN MITRE REALTYON  ED  NM
CCMF26P007800,BVMF-Derivatives\CCMF26P007800,MILHO CAMPINAS
CURY3SL92,BVMF-Equities\CURY3SL92,SECLOAN CURY S/A    ON      NM
CCMF26P007800E,BVMF-Derivatives\CCMF26P007800E,MILHO CAMPINAS
BFCG39SL91,BVMF-Equities\BFCG39SL91,SECLOAN FT NAT GAS  DRE ED
CCMF26C007800E,BVMF-Derivatives\CCMF26C007800E,MILHO CAMPINAS
NOCG34SL91,BVMF-Equities\NOCG34SL91,SECLOAN NORTHROP GRUDRN
CCMF26C007800,BVMF-Derivatives\CCMF26C007800,MILHO CAMPINAS
MSBR34SL93,BVMF-Equities\MSBR34SL93,SECLOAN MORGAN STAN DRN
CCMF26P007000E,BVMF-Derivatives\CCMF26P007000E,MILHO CAMPINAS
ITSA3SL93,BVMF-Equities\ITSA3SL93,SECLOAN ITAUSA      ON      N1
CCMH26C007525,BVMF-Derivatives\CCMH26C007525,MILHO CAMPINAS
HGCR11SL93,BVMF-Equities\HGCR11SL93,SECLOAN FII HGCR PAXCI
CCMF26P008400E,BVMF-Derivatives\CCMF26P008400E,MILHO CAMPINAS
H1TH34SL91,BVMF-Equities\H1TH34SL91,SECLOAN H WORLD GRP DRN
CCMF26C008400,BVMF-Derivatives\CCMF26C008400,MILHO CAMPINAS
VGHF11SL93,BVMF-Equities\VGHF11SL93,SECLOAN FII VALOR HECI
CCMF26P008400,BVMF-Derivatives\CCMF26P008400,MILHO CAMPINAS
VCJR11SL92,BVMF-Equities\VCJR11SL92,SECLOAN FII VECTIS  CI
CCMF26C008400E,BVMF-Derivatives\CCMF26C008400E,MILHO CAMPINAS
VSLH11SL93,BVMF-Equities\VSLH11SL93,SECLOAN FII VERS CRICI
CCMH26C008900E,BVMF-Derivatives\CCMH26C008900E,MILHO CAMPINAS
JOGO11SL92,BVMF-Equities\JOGO11SL92,SECLOAN INVESTO JOGOCI
CCMH26P007525E,BVMF-Derivatives\CCMH26P007525E,MILHO CAMPINAS
P2LT34SL91,BVMF-Equities\P2LT34SL91,SECLOAN PALANTIRTECHDRN
CCMH26P007525,BVMF-Derivatives\CCMH26P007525,MILHO CAMPINAS
BSCZ39SL91,BVMF-Equities\BSCZ39SL91,SECLOAN BKR MS EAFE DRE
CCMH26C007525E,BVMF-Derivatives\CCMH26C007525E,MILHO CAMPINAS
BRCO11SL93,BVMF-Equities\BRCO11SL93,SECLOAN FII BRESCO  CI
CCMH26C008900,BVMF-Derivatives\CCMH26C008900,MILHO CAMPINAS
BIXG39SL91,BVMF-Equities\BIXG39SL91,SECLOAN BKR GL FIN  DRE
BGIV25C033700,BVMF-Derivatives\BGIV25C033700,BOI GORDO R$
BEWP39SL91,BVMF-Equities\BEWP39SL91,SECLOAN MSCI SPAIN  DRE
